tiempo,Em_Mt,id_futuro
1997,-61.55841522,id_futuro_29
1998,-45.21235093,id_futuro_29
1999,-57.66985938,id_futuro_29
2000,-65.94570942,id_futuro_29
2001,-66.57002968,id_futuro_29
2002,-56.9177178,id_futuro_29
2003,-69.35342554,id_futuro_29
2004,-64.22017798,id_futuro_29
2005,-63.16781914,id_futuro_29
2006,-65.86464056,id_futuro_29
2007,-54.83547569,id_futuro_29
2008,-54.56990956,id_futuro_29
2009,-57.67206523,id_futuro_29
2010,-64.49615671,id_futuro_29
2011,-59.04463864,id_futuro_29
2012,-58.1032636,id_futuro_29
2013,-64.77339325,id_futuro_29
2014,-56.90301891,id_futuro_29
2015,-46.55264505,id_futuro_29
2016,-60.61134026,id_futuro_29
2017,13.47715115,id_futuro_29
2018,-50.41284301,id_futuro_29
2019,-48.00690099,id_futuro_29
2020,-49.53094698,id_futuro_29
2021,-53.99987906,id_futuro_29
2022,-47.42643173,id_futuro_29
2023,-51.05671711,id_futuro_29
2024,18.090461,id_futuro_29
2025,-54.12999102,id_futuro_29
2026,-40.20251025,id_futuro_29
2027,-43.58332958,id_futuro_29
2028,-53.92057961,id_futuro_29
2029,-53.39700242,id_futuro_29
2030,-43.27899,id_futuro_29
2031,-52.07289993,id_futuro_29
2032,-56.94284176,id_futuro_29
2033,-55.28316234,id_futuro_29
2034,-55.48145413,id_futuro_29
2035,-46.32110379,id_futuro_29
2036,-45.30589761,id_futuro_29
2037,-56.07842488,id_futuro_29
2038,-51.83644501,id_futuro_29
2039,-58.55920421,id_futuro_29
2040,-50.12019329,id_futuro_29
2041,-43.30300062,id_futuro_29
2042,-57.3812132,id_futuro_29
2043,-44.05177836,id_futuro_29
2044,-55.86845121,id_futuro_29
2045,-52.69719475,id_futuro_29
2046,-63.33261991,id_futuro_29
2047,-60.77245141,id_futuro_29
2048,-58.55644915,id_futuro_29
2049,-55.91898807,id_futuro_29
2050,-49.79314229,id_futuro_29
1990,-63.33224044,id_futuro_30
1991,-59.66992548,id_futuro_30
1992,-60.49756132,id_futuro_30
1993,-60.40270355,id_futuro_30
1994,-60.25809117,id_futuro_30
1995,-61.97127834,id_futuro_30
1996,-58.85718517,id_futuro_30
1997,-61.55841522,id_futuro_30
1998,-45.21235093,id_futuro_30
1999,-57.66985938,id_futuro_30
2000,-65.94570942,id_futuro_30
2001,-66.57002968,id_futuro_30
2002,-56.9177178,id_futuro_30
2003,-69.35342554,id_futuro_30
2004,-64.22017798,id_futuro_30
2005,-63.16781914,id_futuro_30
2006,-65.86464056,id_futuro_30
2007,-54.83547569,id_futuro_30
2008,-54.56990956,id_futuro_30
2009,-57.67206523,id_futuro_30
2010,-64.49615671,id_futuro_30
2011,-59.04463864,id_futuro_30
2012,-58.1032636,id_futuro_30
2013,-64.77339325,id_futuro_30
2014,-56.90301891,id_futuro_30
2015,-46.55264505,id_futuro_30
2016,-60.61134026,id_futuro_30
2017,13.47715115,id_futuro_30
2018,-50.41284301,id_futuro_30
2019,-48.00690099,id_futuro_30
2020,-49.53094698,id_futuro_30
2021,-53.23401696,id_futuro_30
2022,-48.92588982,id_futuro_30
2023,-53.77943771,id_futuro_30
2024,-52.40195542,id_futuro_30
2025,-43.99122059,id_futuro_30
2026,-52.24677341,id_futuro_30
2027,-46.04642293,id_futuro_30
2028,-44.74753308,id_futuro_30
2029,-38.71187241,id_futuro_30
2030,-49.41824864,id_futuro_30
2031,-47.97389771,id_futuro_30
2032,5.091157946,id_futuro_30
2033,-52.72584314,id_futuro_30
2034,-50.40257025,id_futuro_30
2035,-50.73586956,id_futuro_30
2036,-40.96366299,id_futuro_30
2037,-50.32642496,id_futuro_30
2038,-47.09040439,id_futuro_30
2039,-41.75984999,id_futuro_30
2040,-49.86119321,id_futuro_30
2041,-45.78250821,id_futuro_30
2042,-52.88648208,id_futuro_30
2043,-50.67441892,id_futuro_30
2044,-48.35027178,id_futuro_30
2045,-51.05303824,id_futuro_30
2046,-54.47073694,id_futuro_30
2047,-54.44990356,id_futuro_30
2048,-42.91081775,id_futuro_30
2049,-43.00843242,id_futuro_30
2050,-48.08652124,id_futuro_30
1990,-63.33224044,id_futuro_31
1991,-59.66992548,id_futuro_31
1992,-60.49756132,id_futuro_31
1993,-60.40270355,id_futuro_31
1994,-60.25809117,id_futuro_31
1995,-61.97127834,id_futuro_31
1996,-58.85718517,id_futuro_31
1997,-61.55841522,id_futuro_31
1998,-45.21235093,id_futuro_31
1999,-57.66985938,id_futuro_31
2000,-65.94570942,id_futuro_31
2001,-66.57002968,id_futuro_31
2002,-56.9177178,id_futuro_31
2003,-69.35342554,id_futuro_31
2004,-64.22017798,id_futuro_31
2005,-63.16781914,id_futuro_31
2006,-65.86464056,id_futuro_31
2007,-54.83547569,id_futuro_31
2008,-54.56990956,id_futuro_31
2009,-57.67206523,id_futuro_31
2010,-64.49615671,id_futuro_31
2011,-59.04463864,id_futuro_31
2012,-58.1032636,id_futuro_31
2013,-64.77339325,id_futuro_31
2014,-56.90301891,id_futuro_31
2015,-46.55264505,id_futuro_31
2016,-60.61134026,id_futuro_31
2017,13.47715115,id_futuro_31
2018,-50.41284301,id_futuro_31
2019,-48.00690099,id_futuro_31
2020,-49.53094698,id_futuro_31
2021,-53.66450887,id_futuro_31
2022,-52.69363411,id_futuro_31
2023,-55.99461284,id_futuro_31
2024,-53.84797011,id_futuro_31
2025,-48.968603,id_futuro_31
2026,-54.79564693,id_futuro_31
2027,-51.76970513,id_futuro_31
2028,-43.63407906,id_futuro_31
2029,-54.05785223,id_futuro_31
2030,-41.07955235,id_futuro_31
2031,-57.54538155,id_futuro_31
2032,-48.9090705,id_futuro_31
2033,-55.49598756,id_futuro_31
2034,-57.11245691,id_futuro_31
2035,-55.25742049,id_futuro_31
2036,-50.4827156,id_futuro_31
2037,-56.57368459,id_futuro_31
2038,-57.65792012,id_futuro_31
2039,-55.03949519,id_futuro_31
2040,-57.3779242,id_futuro_31
2041,-56.34281997,id_futuro_31
2042,-48.52518289,id_futuro_31
2043,-60.51397087,id_futuro_31
2044,-59.01793048,id_futuro_31
2045,-59.4664532,id_futuro_31
2046,-55.79137075,id_futuro_31
2047,11.59299173,id_futuro_31
2048,-57.43497362,id_futuro_31
2049,-58.67777771,id_futuro_31
2050,-62.85945372,id_futuro_31
1990,-63.33224044,id_futuro_32
1991,-59.66992548,id_futuro_32
1992,-60.49756132,id_futuro_32
1993,-60.40270355,id_futuro_32
1994,-60.25809117,id_futuro_32
1995,-61.97127834,id_futuro_32
1996,-58.85718517,id_futuro_32
1997,-61.55841522,id_futuro_32
1998,-45.21235093,id_futuro_32
1999,-57.66985938,id_futuro_32
2000,-65.94570942,id_futuro_32
2001,-66.57002968,id_futuro_32
2002,-56.9177178,id_futuro_32
2003,-69.35342554,id_futuro_32
2004,-64.22017798,id_futuro_32
2005,-63.16781914,id_futuro_32
2006,-65.86464056,id_futuro_32
2007,-54.83547569,id_futuro_32
2008,-54.56990956,id_futuro_32
2009,-57.67206523,id_futuro_32
2010,-64.49615671,id_futuro_32
2011,-59.04463864,id_futuro_32
2012,-58.1032636,id_futuro_32
2013,-64.77339325,id_futuro_32
2014,-56.90301891,id_futuro_32
2015,-46.55264505,id_futuro_32
2016,-60.61134026,id_futuro_32
2017,13.47715115,id_futuro_32
2018,-50.41284301,id_futuro_32
2019,-48.00690099,id_futuro_32
2020,-49.53094698,id_futuro_32
2021,-53.86854711,id_futuro_32
2022,-54.39988,id_futuro_32
2023,-42.16506821,id_futuro_32
2024,-52.90060852,id_futuro_32
2025,-52.83966022,id_futuro_32
2026,-39.57843228,id_futuro_32
2027,-52.30939681,id_futuro_32
2028,-36.53296368,id_futuro_32
2029,-52.50912667,id_futuro_32
2030,-40.97140257,id_futuro_32
2031,-50.98996136,id_futuro_32
2032,-46.375013,id_futuro_32
2033,-51.25647031,id_futuro_32
2034,-38.70475696,id_futuro_32
2035,-46.74848427,id_futuro_32
2036,-50.928773,id_futuro_32
2037,-47.30633228,id_futuro_32
2038,-48.61509956,id_futuro_32
2039,-49.88069635,id_futuro_32
2040,-48.63141235,id_futuro_32
2041,-43.73371668,id_futuro_32
2042,-48.955999,id_futuro_32
2043,-51.25607475,id_futuro_32
2044,-50.07534336,id_futuro_32
2045,-38.06162718,id_futuro_32
2046,-49.72038942,id_futuro_32
2047,-52.14467064,id_futuro_32
2048,-46.00175348,id_futuro_32
2049,-52.55593617,id_futuro_32
2050,-50.04803594,id_futuro_32
1990,-63.33224044,id_futuro_33
1991,-59.66992548,id_futuro_33
1992,-60.49756132,id_futuro_33
1993,-60.40270355,id_futuro_33
1994,-60.25809117,id_futuro_33
1995,-61.97127834,id_futuro_33
1996,-58.85718517,id_futuro_33
1997,-61.55841522,id_futuro_33
1998,-45.21235093,id_futuro_33
1999,-57.66985938,id_futuro_33
2000,-65.94570942,id_futuro_33
2001,-66.57002968,id_futuro_33
2002,-56.9177178,id_futuro_33
2003,-69.35342554,id_futuro_33
2004,-64.22017798,id_futuro_33
2005,-63.16781914,id_futuro_33
2006,-65.86464056,id_futuro_33
2007,-54.83547569,id_futuro_33
2008,-54.56990956,id_futuro_33
2009,-57.67206523,id_futuro_33
2010,-64.49615671,id_futuro_33
2011,-59.04463864,id_futuro_33
2012,-58.1032636,id_futuro_33
2013,-64.77339325,id_futuro_33
2014,-56.90301891,id_futuro_33
2015,-46.55264505,id_futuro_33
2016,-60.61134026,id_futuro_33
2017,13.47715115,id_futuro_33
2018,-50.41284301,id_futuro_33
2019,-48.00690099,id_futuro_33
2020,-49.53094698,id_futuro_33
2021,-54.64963213,id_futuro_33
2022,6.918870426,id_futuro_33
2023,-0.144271573,id_futuro_33
2024,-42.85506013,id_futuro_33
2025,-46.07199774,id_futuro_33
2026,-42.73205158,id_futuro_33
2027,-42.25102276,id_futuro_33
2028,-52.20653746,id_futuro_33
2029,-52.34530005,id_futuro_33
2030,-51.38021823,id_futuro_33
2031,-46.75690049,id_futuro_33
2032,-38.16112207,id_futuro_33
2033,-50.35534537,id_futuro_33
2034,-47.79372802,id_futuro_33
2035,-42.73582276,id_futuro_33
2036,-22.66033257,id_futuro_33
2037,-50.50786839,id_futuro_33
2038,-35.68080984,id_futuro_33
2039,-44.32955844,id_futuro_33
2040,-39.75329714,id_futuro_33
2041,-45.7942951,id_futuro_33
2042,-37.13059694,id_futuro_33
2043,-43.63665539,id_futuro_33
2044,-40.70915333,id_futuro_33
2045,-49.7864889,id_futuro_33
2046,-53.94553483,id_futuro_33
2047,-45.29032445,id_futuro_33
2048,-50.41999396,id_futuro_33
2049,-46.79507185,id_futuro_33
2050,-35.08846857,id_futuro_33
1990,-63.33224044,id_futuro_34
1991,-59.66992548,id_futuro_34
1992,-60.49756132,id_futuro_34
1993,-60.40270355,id_futuro_34
1994,-60.25809117,id_futuro_34
1995,-61.97127834,id_futuro_34
1996,-58.85718517,id_futuro_34
1997,-61.55841522,id_futuro_34
1998,-45.21235093,id_futuro_34
1999,-57.66985938,id_futuro_34
2000,-65.94570942,id_futuro_34
2001,-66.57002968,id_futuro_34
2002,-56.9177178,id_futuro_34
2003,-69.35342554,id_futuro_34
2004,-64.22017798,id_futuro_34
2005,-63.16781914,id_futuro_34
2006,-65.86464056,id_futuro_34
2007,-54.83547569,id_futuro_34
2008,-54.56990956,id_futuro_34
2009,-57.67206523,id_futuro_34
2010,-64.49615671,id_futuro_34
2011,-59.04463864,id_futuro_34
2012,-58.1032636,id_futuro_34
2013,-64.77339325,id_futuro_34
2014,-56.90301891,id_futuro_34
2015,-46.55264505,id_futuro_34
2016,-60.61134026,id_futuro_34
2017,13.47715115,id_futuro_34
2018,-50.41284301,id_futuro_34
2019,-48.00690099,id_futuro_34
2020,-49.53094698,id_futuro_34
2021,-50.66029935,id_futuro_34
2022,-45.42910623,id_futuro_34
2023,-54.07171301,id_futuro_34
2024,-47.82994629,id_futuro_34
2025,-52.90387068,id_futuro_34
2026,-40.54378169,id_futuro_34
2027,-48.42216246,id_futuro_34
2028,-46.01120098,id_futuro_34
2029,-46.20966277,id_futuro_34
2030,-46.71549944,id_futuro_34
2031,-52.83600983,id_futuro_34
2032,-53.04074176,id_futuro_34
2033,-50.37729684,id_futuro_34
2034,-46.33235076,id_futuro_34
2035,-48.38179004,id_futuro_34
2036,-49.71040992,id_futuro_34
2037,-49.04030796,id_futuro_34
2038,-49.88104765,id_futuro_34
2039,-55.3533065,id_futuro_34
2040,-57.12362389,id_futuro_34
2041,-53.66115963,id_futuro_34
2042,-58.39837343,id_futuro_34
2043,-44.29888096,id_futuro_34
2044,-53.44375821,id_futuro_34
2045,-43.91977536,id_futuro_34
2046,-49.54455352,id_futuro_34
2047,-42.79042211,id_futuro_34
2048,-43.62452336,id_futuro_34
2049,-46.646887,id_futuro_34
2050,-59.74876372,id_futuro_34
1990,-63.33224044,id_futuro_35
1991,-59.66992548,id_futuro_35
1992,-60.49756132,id_futuro_35
1993,-60.40270355,id_futuro_35
1994,-60.25809117,id_futuro_35
1995,-61.97127834,id_futuro_35
1996,-58.85718517,id_futuro_35
1997,-61.55841522,id_futuro_35
1998,-45.21235093,id_futuro_35
1999,-57.66985938,id_futuro_35
2000,-65.94570942,id_futuro_35
2001,-66.57002968,id_futuro_35
2002,-56.9177178,id_futuro_35
2003,-69.35342554,id_futuro_35
2004,-64.22017798,id_futuro_35
2005,-63.16781914,id_futuro_35
2006,-65.86464056,id_futuro_35
2007,-54.83547569,id_futuro_35
2008,-54.56990956,id_futuro_35
2009,-57.67206523,id_futuro_35
2010,-64.49615671,id_futuro_35
2011,-59.04463864,id_futuro_35
2012,-58.1032636,id_futuro_35
2013,-64.77339325,id_futuro_35
2014,-56.90301891,id_futuro_35
2015,-46.55264505,id_futuro_35
2016,-60.61134026,id_futuro_35
2017,13.47715115,id_futuro_35
2018,-50.41284301,id_futuro_35
2019,-48.00690099,id_futuro_35
2020,-49.53094698,id_futuro_35
2021,-53.88896688,id_futuro_35
2022,-53.71846433,id_futuro_35
2023,-54.17990887,id_futuro_35
2024,-41.17044361,id_futuro_35
2025,-52.28559769,id_futuro_35
2026,-40.83226609,id_futuro_35
2027,-52.10279103,id_futuro_35
2028,-50.13694768,id_futuro_35
2029,-51.90405807,id_futuro_35
2030,-44.35902175,id_futuro_35
2031,-44.11692788,id_futuro_35
2032,-48.32691866,id_futuro_35
2033,-47.76827746,id_futuro_35
2034,-50.23149329,id_futuro_35
2035,-50.67623151,id_futuro_35
2036,-50.55155342,id_futuro_35
2037,-39.21967792,id_futuro_35
2038,-47.14110555,id_futuro_35
2039,-46.22353764,id_futuro_35
2040,-50.59468019,id_futuro_35
2041,-50.7321564,id_futuro_35
2042,-46.80241783,id_futuro_35
2043,-49.02104751,id_futuro_35
2044,-48.05252874,id_futuro_35
2045,-38.46921091,id_futuro_35
2046,-48.80790769,id_futuro_35
2047,-48.67441851,id_futuro_35
2048,-47.78334922,id_futuro_35
2049,-47.22729218,id_futuro_35
2050,-42.34483825,id_futuro_35
1990,-63.33224044,id_futuro_36
1991,-59.66992548,id_futuro_36
1992,-60.49756132,id_futuro_36
1993,-60.40270355,id_futuro_36
1994,-60.25809117,id_futuro_36
1995,-61.97127834,id_futuro_36
1996,-58.85718517,id_futuro_36
1997,-61.55841522,id_futuro_36
1998,-45.21235093,id_futuro_36
1999,-57.66985938,id_futuro_36
2000,-65.94570942,id_futuro_36
2001,-66.57002968,id_futuro_36
2002,-56.9177178,id_futuro_36
2003,-69.35342554,id_futuro_36
2004,-64.22017798,id_futuro_36
2005,-63.16781914,id_futuro_36
2006,-65.86464056,id_futuro_36
2007,-54.83547569,id_futuro_36
2008,-54.56990956,id_futuro_36
2009,-57.67206523,id_futuro_36
2010,-64.49615671,id_futuro_36
2011,-59.04463864,id_futuro_36
2012,-58.1032636,id_futuro_36
2013,-64.77339325,id_futuro_36
2014,-56.90301891,id_futuro_36
2015,-46.55264505,id_futuro_36
2016,-60.61134026,id_futuro_36
2017,13.47715115,id_futuro_36
2018,-50.41284301,id_futuro_36
2019,-48.00690099,id_futuro_36
2020,-49.53094698,id_futuro_36
2021,-48.09127648,id_futuro_36
2022,-50.51440831,id_futuro_36
2023,-51.89200335,id_futuro_36
2024,-50.01871646,id_futuro_36
2025,-37.73644405,id_futuro_36
2026,-52.55656105,id_futuro_36
2027,-53.65706885,id_futuro_36
2028,-40.31064285,id_futuro_36
2029,-53.76928367,id_futuro_36
2030,-53.54052963,id_futuro_36
2031,-51.60845596,id_futuro_36
2032,-42.05276905,id_futuro_36
2033,-52.14784547,id_futuro_36
2034,-51.7376012,id_futuro_36
2035,-38.22613275,id_futuro_36
2036,-51.96308547,id_futuro_36
2037,-51.9256681,id_futuro_36
2038,-51.89121942,id_futuro_36
2039,-54.18676548,id_futuro_36
2040,-46.89823557,id_futuro_36
2041,-41.10770873,id_futuro_36
2042,-54.83683602,id_futuro_36
2043,-43.90939993,id_futuro_36
2044,-47.8166311,id_futuro_36
2045,-44.95924743,id_futuro_36
2046,-44.8212037,id_futuro_36
2047,-54.61911884,id_futuro_36
2048,-51.45378349,id_futuro_36
2049,-44.46571456,id_futuro_36
2050,-57.61101107,id_futuro_36
1990,-63.33224044,id_futuro_37
1991,-59.66992548,id_futuro_37
1992,-60.49756132,id_futuro_37
1993,-60.40270355,id_futuro_37
1994,-60.25809117,id_futuro_37
1995,-61.97127834,id_futuro_37
1996,-58.85718517,id_futuro_37
1997,-61.55841522,id_futuro_37
1998,-45.21235093,id_futuro_37
1999,-57.66985938,id_futuro_37
2000,-65.94570942,id_futuro_37
2001,-66.57002968,id_futuro_37
2002,-56.9177178,id_futuro_37
2003,-69.35342554,id_futuro_37
2004,-64.22017798,id_futuro_37
2005,-63.16781914,id_futuro_37
2006,-65.86464056,id_futuro_37
2007,-54.83547569,id_futuro_37
2008,-54.56990956,id_futuro_37
2009,-57.67206523,id_futuro_37
2010,-64.49615671,id_futuro_37
2011,-59.04463864,id_futuro_37
2012,-58.1032636,id_futuro_37
2013,-64.77339325,id_futuro_37
2014,-56.90301891,id_futuro_37
2015,-46.55264505,id_futuro_37
2016,-60.61134026,id_futuro_37
2017,13.47715115,id_futuro_37
2018,-50.41284301,id_futuro_37
2019,-48.00690099,id_futuro_37
2020,-49.53094698,id_futuro_37
2021,-20.07287536,id_futuro_37
2022,-55.45312486,id_futuro_37
2023,-40.76892588,id_futuro_37
2024,-55.05262315,id_futuro_37
2025,-44.54789546,id_futuro_37
2026,-55.60980181,id_futuro_37
2027,-42.899592,id_futuro_37
2028,-53.04293983,id_futuro_37
2029,-52.94033071,id_futuro_37
2030,-45.21101783,id_futuro_37
2031,-48.76003818,id_futuro_37
2032,-53.78423052,id_futuro_37
2033,12.64510879,id_futuro_37
2034,-63.22837079,id_futuro_37
2035,-46.85982881,id_futuro_37
2036,-56.79517684,id_futuro_37
2037,-56.49254702,id_futuro_37
2038,-45.12894687,id_futuro_37
2039,-57.50187367,id_futuro_37
2040,-62.74157841,id_futuro_37
2041,-61.70641132,id_futuro_37
2042,-53.24049126,id_futuro_37
2043,-54.71233344,id_futuro_37
2044,-59.8671544,id_futuro_37
2045,-63.91437413,id_futuro_37
2046,-72.34325575,id_futuro_37
2047,-62.6617819,id_futuro_37
2048,-62.45636422,id_futuro_37
2049,-63.81699848,id_futuro_37
2050,-65.12482653,id_futuro_37
1990,-63.33224044,id_futuro_38
1991,-59.66992548,id_futuro_38
1992,-60.49756132,id_futuro_38
1993,-60.40270355,id_futuro_38
1994,-60.25809117,id_futuro_38
1995,-61.97127834,id_futuro_38
1996,-58.85718517,id_futuro_38
1997,-61.55841522,id_futuro_38
1998,-45.21235093,id_futuro_38
1999,-57.66985938,id_futuro_38
2000,-65.94570942,id_futuro_38
2001,-66.57002968,id_futuro_38
2002,-56.9177178,id_futuro_38
2003,-69.35342554,id_futuro_38
2004,-64.22017798,id_futuro_38
2005,-63.16781914,id_futuro_38
2006,-65.86464056,id_futuro_38
2007,-54.83547569,id_futuro_38
2008,-54.56990956,id_futuro_38
2009,-57.67206523,id_futuro_38
2010,-64.49615671,id_futuro_38
2011,-59.04463864,id_futuro_38
2012,-58.1032636,id_futuro_38
2013,-64.77339325,id_futuro_38
2014,-56.90301891,id_futuro_38
2015,-46.55264505,id_futuro_38
2016,-60.61134026,id_futuro_38
2017,13.47715115,id_futuro_38
2018,-50.41284301,id_futuro_38
2019,-48.00690099,id_futuro_38
2020,-49.53094698,id_futuro_38
2021,-52.35779248,id_futuro_38
2022,-44.61679757,id_futuro_38
2023,-54.58695271,id_futuro_38
2024,-40.48796315,id_futuro_38
2025,-52.33190403,id_futuro_38
2026,-42.34082062,id_futuro_38
2027,-55.54896037,id_futuro_38
2028,-54.07263888,id_futuro_38
2029,-49.50764219,id_futuro_38
2030,-48.92473176,id_futuro_38
2031,-48.99213682,id_futuro_38
2032,-54.81841483,id_futuro_38
2033,-52.13541525,id_futuro_38
2034,-55.6720051,id_futuro_38
2035,-52.06674139,id_futuro_38
2036,-59.31113573,id_futuro_38
2037,-51.86553493,id_futuro_38
2038,-46.20332075,id_futuro_38
2039,-59.2437477,id_futuro_38
2040,-59.94957998,id_futuro_38
2041,-60.05915746,id_futuro_38
2042,-52.19747403,id_futuro_38
2043,-55.5947919,id_futuro_38
2044,-16.10786044,id_futuro_38
2045,-61.32217336,id_futuro_38
2046,-52.28485294,id_futuro_38
2047,-53.50161488,id_futuro_38
2048,-60.22595839,id_futuro_38
2049,-56.31485265,id_futuro_38
2050,-61.82512779,id_futuro_38
1990,-63.33224044,id_futuro_39
1991,-59.66992548,id_futuro_39
1992,-60.49756132,id_futuro_39
1993,-60.40270355,id_futuro_39
1994,-60.25809117,id_futuro_39
1995,-61.97127834,id_futuro_39
1996,-58.85718517,id_futuro_39
1997,-61.55841522,id_futuro_39
1998,-45.21235093,id_futuro_39
1999,-57.66985938,id_futuro_39
2000,-65.94570942,id_futuro_39
2001,-66.57002968,id_futuro_39
2002,-56.9177178,id_futuro_39
2003,-69.35342554,id_futuro_39
2004,-64.22017798,id_futuro_39
2005,-63.16781914,id_futuro_39
2006,-65.86464056,id_futuro_39
2007,-54.83547569,id_futuro_39
2008,-54.56990956,id_futuro_39
2009,-57.67206523,id_futuro_39
2010,-64.49615671,id_futuro_39
2011,-59.04463864,id_futuro_39
2012,-58.1032636,id_futuro_39
2013,-64.77339325,id_futuro_39
2014,-56.90301891,id_futuro_39
2015,-46.55264505,id_futuro_39
2016,-60.61134026,id_futuro_39
2017,13.47715115,id_futuro_39
2018,-50.41284301,id_futuro_39
2019,-48.00690099,id_futuro_39
2020,-49.53094698,id_futuro_39
2021,4.209538424,id_futuro_39
2022,-47.33648928,id_futuro_39
2023,-54.05336414,id_futuro_39
2024,-46.54324903,id_futuro_39
2025,-41.56745003,id_futuro_39
2026,-50.27926254,id_futuro_39
2027,-50.7281063,id_futuro_39
2028,-51.92761188,id_futuro_39
2029,-43.96352109,id_futuro_39
2030,-48.5069783,id_futuro_39
2031,-45.68467359,id_futuro_39
2032,-51.70273258,id_futuro_39
2033,-48.53903847,id_futuro_39
2034,-49.12458547,id_futuro_39
2035,-52.76901454,id_futuro_39
2036,-41.30973865,id_futuro_39
2037,-51.46611377,id_futuro_39
2038,-45.21752878,id_futuro_39
2039,-41.37307288,id_futuro_39
2040,-53.4694321,id_futuro_39
2041,-46.26075549,id_futuro_39
2042,-53.1538375,id_futuro_39
2043,-47.68133276,id_futuro_39
2044,-46.2255711,id_futuro_39
2045,-54.46471051,id_futuro_39
2046,-50.59668597,id_futuro_39
2047,-46.17514697,id_futuro_39
2048,-50.8899592,id_futuro_39
2049,-49.21356201,id_futuro_39
2050,-46.45945279,id_futuro_39
1990,-63.33224044,id_futuro_40
1991,-59.66992548,id_futuro_40
1992,-60.49756132,id_futuro_40
1993,-60.40270355,id_futuro_40
1994,-60.25809117,id_futuro_40
1995,-61.97127834,id_futuro_40
1996,-58.85718517,id_futuro_40
1997,-61.55841522,id_futuro_40
1998,-45.21235093,id_futuro_40
1999,-57.66985938,id_futuro_40
2000,-65.94570942,id_futuro_40
2001,-66.57002968,id_futuro_40
2002,-56.9177178,id_futuro_40
2003,-69.35342554,id_futuro_40
2004,-64.22017798,id_futuro_40
2005,-63.16781914,id_futuro_40
2006,-65.86464056,id_futuro_40
2007,-54.83547569,id_futuro_40
2008,-54.56990956,id_futuro_40
2009,-57.67206523,id_futuro_40
2010,-64.49615671,id_futuro_40
2011,-59.04463864,id_futuro_40
2012,-58.1032636,id_futuro_40
2013,-64.77339325,id_futuro_40
2014,-56.90301891,id_futuro_40
2015,-46.55264505,id_futuro_40
2016,-60.61134026,id_futuro_40
2017,13.47715115,id_futuro_40
2018,-50.41284301,id_futuro_40
2019,-48.00690099,id_futuro_40
2020,-49.53094698,id_futuro_40
2021,-50.75425694,id_futuro_40
2022,-42.72840897,id_futuro_40
2023,-47.47008448,id_futuro_40
2024,-55.35697314,id_futuro_40
2025,-54.38361435,id_futuro_40
2026,-39.72253999,id_futuro_40
2027,-55.26478262,id_futuro_40
2028,-55.6993098,id_futuro_40
2029,-55.64551779,id_futuro_40
2030,-51.49910871,id_futuro_40
2031,-45.35054752,id_futuro_40
2032,-50.9881567,id_futuro_40
2033,-55.43554474,id_futuro_40
2034,-45.68626006,id_futuro_40
2035,-58.92850309,id_futuro_40
2036,-43.36184904,id_futuro_40
2037,-48.01621031,id_futuro_40
2038,-49.12170605,id_futuro_40
2039,-55.21273684,id_futuro_40
2040,-46.81716847,id_futuro_40
2041,-45.2393929,id_futuro_40
2042,-45.03923476,id_futuro_40
2043,-46.10750589,id_futuro_40
2044,-51.10203667,id_futuro_40
2045,-57.54791817,id_futuro_40
2046,-48.3972431,id_futuro_40
2047,-60.76177951,id_futuro_40
2048,-51.43306135,id_futuro_40
2049,-51.02094573,id_futuro_40
2050,-50.97193884,id_futuro_40
1990,-63.33224044,id_futuro_41
1991,-59.66992548,id_futuro_41
1992,-60.49756132,id_futuro_41
1993,-60.40270355,id_futuro_41
1994,-60.25809117,id_futuro_41
1995,-61.97127834,id_futuro_41
1996,-58.85718517,id_futuro_41
1997,-61.55841522,id_futuro_41
1998,-45.21235093,id_futuro_41
1999,-57.66985938,id_futuro_41
2000,-65.94570942,id_futuro_41
2001,-66.57002968,id_futuro_41
2002,-56.9177178,id_futuro_41
2003,-69.35342554,id_futuro_41
2004,-64.22017798,id_futuro_41
2005,-63.16781914,id_futuro_41
2006,-65.86464056,id_futuro_41
2007,-54.83547569,id_futuro_41
2008,-54.56990956,id_futuro_41
2009,-57.67206523,id_futuro_41
2010,-64.49615671,id_futuro_41
2011,-59.04463864,id_futuro_41
2012,-58.1032636,id_futuro_41
2013,-64.77339325,id_futuro_41
2014,-56.90301891,id_futuro_41
2015,-46.55264505,id_futuro_41
2016,-60.61134026,id_futuro_41
2017,13.47715115,id_futuro_41
2018,-50.41284301,id_futuro_41
2019,-48.00690099,id_futuro_41
2020,-49.53094698,id_futuro_41
2021,-53.60823586,id_futuro_41
2022,-50.07938205,id_futuro_41
2023,-54.29762784,id_futuro_41
2024,-44.76126263,id_futuro_41
2025,-54.36066588,id_futuro_41
2026,-53.09348122,id_futuro_41
2027,-52.34842924,id_futuro_41
2028,-42.44221239,id_futuro_41
2029,-53.22163925,id_futuro_41
2030,-53.99364181,id_futuro_41
2031,-48.56653559,id_futuro_41
2032,-42.37939354,id_futuro_41
2033,-52.62377146,id_futuro_41
2034,-50.93919389,id_futuro_41
2035,-51.70164385,id_futuro_41
2036,-51.87379209,id_futuro_41
2037,-43.12689009,id_futuro_41
2038,-44.55112457,id_futuro_41
2039,-51.43021827,id_futuro_41
2040,-49.81359344,id_futuro_41
2041,-42.60396797,id_futuro_41
2042,-55.15231597,id_futuro_41
