tiempo,Em_Mt,id_futuro
1993,-60.40270355,id_futuro_253
1994,-60.25809117,id_futuro_253
1995,-61.97127834,id_futuro_253
1996,-58.85718517,id_futuro_253
1997,-61.55841522,id_futuro_253
1998,-45.21235093,id_futuro_253
1999,-57.66985938,id_futuro_253
2000,-65.94570942,id_futuro_253
2001,-66.57002968,id_futuro_253
2002,-56.9177178,id_futuro_253
2003,-69.35342554,id_futuro_253
2004,-64.22017798,id_futuro_253
2005,-63.16781914,id_futuro_253
2006,-65.86464056,id_futuro_253
2007,-54.83547569,id_futuro_253
2008,-54.56990956,id_futuro_253
2009,-57.67206523,id_futuro_253
2010,-64.49615671,id_futuro_253
2011,-59.04463864,id_futuro_253
2012,-58.1032636,id_futuro_253
2013,-64.77339325,id_futuro_253
2014,-56.90301891,id_futuro_253
2015,-46.55264505,id_futuro_253
2016,-60.61134026,id_futuro_253
2017,13.47715115,id_futuro_253
2018,-50.41284301,id_futuro_253
2019,-48.00690099,id_futuro_253
2020,-49.53094698,id_futuro_253
2021,-53.68089615,id_futuro_253
2022,-52.21393745,id_futuro_253
2023,-47.31595016,id_futuro_253
2024,-52.93618315,id_futuro_253
2025,-48.29763545,id_futuro_253
2026,-51.25399313,id_futuro_253
2027,-44.88610372,id_futuro_253
2028,-51.40101505,id_futuro_253
2029,-39.79288925,id_futuro_253
2030,-40.79105693,id_futuro_253
2031,-47.24397804,id_futuro_253
2032,-44.93108413,id_futuro_253
2033,-50.29888422,id_futuro_253
2034,-35.59913253,id_futuro_253
2035,-41.20896466,id_futuro_253
2036,-51.53677894,id_futuro_253
2037,-51.09548953,id_futuro_253
2038,-51.64396396,id_futuro_253
2039,-37.32674465,id_futuro_253
2040,-49.96993554,id_futuro_253
2041,-49.68707669,id_futuro_253
2042,-38.80409199,id_futuro_253
2043,-51.20182737,id_futuro_253
2044,-42.28443222,id_futuro_253
2045,-49.87164825,id_futuro_253
2046,-51.44543643,id_futuro_253
2047,-39.05400093,id_futuro_253
2048,-36.99865406,id_futuro_253
2049,-37.11951203,id_futuro_253
2050,-50.65942106,id_futuro_253
1990,-63.33224044,id_futuro_254
1991,-59.66992548,id_futuro_254
1992,-60.49756132,id_futuro_254
1993,-60.40270355,id_futuro_254
1994,-60.25809117,id_futuro_254
1995,-61.97127834,id_futuro_254
1996,-58.85718517,id_futuro_254
1997,-61.55841522,id_futuro_254
1998,-45.21235093,id_futuro_254
1999,-57.66985938,id_futuro_254
2000,-65.94570942,id_futuro_254
2001,-66.57002968,id_futuro_254
2002,-56.9177178,id_futuro_254
2003,-69.35342554,id_futuro_254
2004,-64.22017798,id_futuro_254
2005,-63.16781914,id_futuro_254
2006,-65.86464056,id_futuro_254
2007,-54.83547569,id_futuro_254
2008,-54.56990956,id_futuro_254
2009,-57.67206523,id_futuro_254
2010,-64.49615671,id_futuro_254
2011,-59.04463864,id_futuro_254
2012,-58.1032636,id_futuro_254
2013,-64.77339325,id_futuro_254
2014,-56.90301891,id_futuro_254
2015,-46.55264505,id_futuro_254
2016,-60.61134026,id_futuro_254
2017,13.47715115,id_futuro_254
2018,-50.41284301,id_futuro_254
2019,-48.00690099,id_futuro_254
2020,-49.53094698,id_futuro_254
2021,-43.03484812,id_futuro_254
2022,-48.21226246,id_futuro_254
2023,-56.05548216,id_futuro_254
2024,-52.91458664,id_futuro_254
2025,-52.33008924,id_futuro_254
2026,-39.00233978,id_futuro_254
2027,-50.68308428,id_futuro_254
2028,-44.18140512,id_futuro_254
2029,-51.37783389,id_futuro_254
2030,-51.06237777,id_futuro_254
2031,-41.00529813,id_futuro_254
2032,-49.89724461,id_futuro_254
2033,-39.2572477,id_futuro_254
2034,-41.84803512,id_futuro_254
2035,-49.66976533,id_futuro_254
2036,-52.53604571,id_futuro_254
2037,-49.83343599,id_futuro_254
2038,-49.00182489,id_futuro_254
2039,-47.95747982,id_futuro_254
2040,-45.07797029,id_futuro_254
2041,-54.43445906,id_futuro_254
2042,-41.64638747,id_futuro_254
2043,-41.77842792,id_futuro_254
2044,-36.33907833,id_futuro_254
2045,-34.90466142,id_futuro_254
2046,-51.29379366,id_futuro_254
2047,-46.42316749,id_futuro_254
2048,-41.384339,id_futuro_254
2049,-47.95464921,id_futuro_254
2050,-51.29775102,id_futuro_254
1990,-63.33224044,id_futuro_255
1991,-59.66992548,id_futuro_255
1992,-60.49756132,id_futuro_255
1993,-60.40270355,id_futuro_255
1994,-60.25809117,id_futuro_255
1995,-61.97127834,id_futuro_255
1996,-58.85718517,id_futuro_255
1997,-61.55841522,id_futuro_255
1998,-45.21235093,id_futuro_255
1999,-57.66985938,id_futuro_255
2000,-65.94570942,id_futuro_255
2001,-66.57002968,id_futuro_255
2002,-56.9177178,id_futuro_255
2003,-69.35342554,id_futuro_255
2004,-64.22017798,id_futuro_255
2005,-63.16781914,id_futuro_255
2006,-65.86464056,id_futuro_255
2007,-54.83547569,id_futuro_255
2008,-54.56990956,id_futuro_255
2009,-57.67206523,id_futuro_255
2010,-64.49615671,id_futuro_255
2011,-59.04463864,id_futuro_255
2012,-58.1032636,id_futuro_255
2013,-64.77339325,id_futuro_255
2014,-56.90301891,id_futuro_255
2015,-46.55264505,id_futuro_255
2016,-60.61134026,id_futuro_255
2017,13.47715115,id_futuro_255
2018,-50.41284301,id_futuro_255
2019,-48.00690099,id_futuro_255
2020,-49.53094698,id_futuro_255
2021,-53.69095605,id_futuro_255
2022,-54.39764809,id_futuro_255
2023,-46.32413303,id_futuro_255
2024,-47.0341968,id_futuro_255
2025,-43.54356343,id_futuro_255
2026,-41.77982818,id_futuro_255
2027,-46.69581079,id_futuro_255
2028,-49.08607881,id_futuro_255
2029,-52.50055984,id_futuro_255
2030,-41.12561311,id_futuro_255
2031,-52.30137052,id_futuro_255
2032,-54.0502333,id_futuro_255
2033,-52.67823716,id_futuro_255
2034,-50.18538143,id_futuro_255
2035,-53.52526812,id_futuro_255
2036,-44.96898598,id_futuro_255
2037,-48.0939843,id_futuro_255
2038,-53.57955579,id_futuro_255
2039,-47.27598125,id_futuro_255
2040,-45.21838265,id_futuro_255
2041,-55.07954218,id_futuro_255
2042,-55.6462771,id_futuro_255
2043,-44.27276774,id_futuro_255
2044,-50.1186794,id_futuro_255
2045,-53.99982728,id_futuro_255
2046,-48.08477108,id_futuro_255
2047,-56.3417097,id_futuro_255
2048,-47.08406587,id_futuro_255
2049,-50.45608426,id_futuro_255
2050,-49.51673568,id_futuro_255
1990,-63.33224044,id_futuro_256
1991,-59.66992548,id_futuro_256
1992,-60.49756132,id_futuro_256
1993,-60.40270355,id_futuro_256
1994,-60.25809117,id_futuro_256
1995,-61.97127834,id_futuro_256
1996,-58.85718517,id_futuro_256
1997,-61.55841522,id_futuro_256
1998,-45.21235093,id_futuro_256
1999,-57.66985938,id_futuro_256
2000,-65.94570942,id_futuro_256
2001,-66.57002968,id_futuro_256
2002,-56.9177178,id_futuro_256
2003,-69.35342554,id_futuro_256
2004,-64.22017798,id_futuro_256
2005,-63.16781914,id_futuro_256
2006,-65.86464056,id_futuro_256
2007,-54.83547569,id_futuro_256
2008,-54.56990956,id_futuro_256
2009,-57.67206523,id_futuro_256
2010,-64.49615671,id_futuro_256
2011,-59.04463864,id_futuro_256
2012,-58.1032636,id_futuro_256
2013,-64.77339325,id_futuro_256
2014,-56.90301891,id_futuro_256
2015,-46.55264505,id_futuro_256
2016,-60.61134026,id_futuro_256
2017,13.47715115,id_futuro_256
2018,-50.41284301,id_futuro_256
2019,-48.00690099,id_futuro_256
2020,-49.53094698,id_futuro_256
2021,-47.19579275,id_futuro_256
2022,-54.65658379,id_futuro_256
2023,-53.15366227,id_futuro_256
2024,-54.21725984,id_futuro_256
2025,-51.18439949,id_futuro_256
2026,-50.12544798,id_futuro_256
2027,-50.61422412,id_futuro_256
2028,-43.92466117,id_futuro_256
2029,-39.90886334,id_futuro_256
2030,-48.50861625,id_futuro_256
2031,-37.93846971,id_futuro_256
2032,-40.12790173,id_futuro_256
2033,-38.94290363,id_futuro_256
2034,-48.02813245,id_futuro_256
2035,-49.9396225,id_futuro_256
2036,-47.77630192,id_futuro_256
2037,-47.94782312,id_futuro_256
2038,-42.9066401,id_futuro_256
2039,-32.63485389,id_futuro_256
2040,-47.02417495,id_futuro_256
2041,-36.23175056,id_futuro_256
2042,-49.33705786,id_futuro_256
2043,-46.16289772,id_futuro_256
2044,-46.42748559,id_futuro_256
2045,-46.34799688,id_futuro_256
2046,-46.36714882,id_futuro_256
2047,-42.1891247,id_futuro_256
2048,-52.3774506,id_futuro_256
2049,-46.53278825,id_futuro_256
2050,-46.87281899,id_futuro_256
1990,-63.33224044,id_futuro_257
1991,-59.66992548,id_futuro_257
1992,-60.49756132,id_futuro_257
1993,-60.40270355,id_futuro_257
1994,-60.25809117,id_futuro_257
1995,-61.97127834,id_futuro_257
1996,-58.85718517,id_futuro_257
1997,-61.55841522,id_futuro_257
1998,-45.21235093,id_futuro_257
1999,-57.66985938,id_futuro_257
2000,-65.94570942,id_futuro_257
2001,-66.57002968,id_futuro_257
2002,-56.9177178,id_futuro_257
2003,-69.35342554,id_futuro_257
2004,-64.22017798,id_futuro_257
2005,-63.16781914,id_futuro_257
2006,-65.86464056,id_futuro_257
2007,-54.83547569,id_futuro_257
2008,-54.56990956,id_futuro_257
2009,-57.67206523,id_futuro_257
2010,-64.49615671,id_futuro_257
2011,-59.04463864,id_futuro_257
2012,-58.1032636,id_futuro_257
2013,-64.77339325,id_futuro_257
2014,-56.90301891,id_futuro_257
2015,-46.55264505,id_futuro_257
2016,-60.61134026,id_futuro_257
2017,13.47715115,id_futuro_257
2018,-50.41284301,id_futuro_257
2019,-48.00690099,id_futuro_257
2020,-49.53094698,id_futuro_257
2021,-54.53271472,id_futuro_257
2022,-53.22132592,id_futuro_257
2023,-55.17199506,id_futuro_257
2024,-54.11652408,id_futuro_257
2025,-52.54233088,id_futuro_257
2026,-46.28815497,id_futuro_257
2027,-53.941415,id_futuro_257
2028,-54.64527846,id_futuro_257
2029,-51.78042687,id_futuro_257
2030,-42.3521002,id_futuro_257
2031,-55.04804469,id_futuro_257
2032,-43.84989813,id_futuro_257
2033,-44.62369768,id_futuro_257
2034,-48.89670322,id_futuro_257
2035,-54.76013652,id_futuro_257
2036,-42.38379356,id_futuro_257
2037,-53.02579063,id_futuro_257
2038,-54.08136875,id_futuro_257
2039,-55.4578267,id_futuro_257
2040,-54.57066819,id_futuro_257
2041,-55.95633461,id_futuro_257
2042,-48.33738023,id_futuro_257
2043,-59.2905657,id_futuro_257
2044,-44.5908216,id_futuro_257
2045,-52.76998361,id_futuro_257
2046,-46.24340004,id_futuro_257
2047,-56.75363411,id_futuro_257
2048,-49.86612441,id_futuro_257
2049,-47.1966244,id_futuro_257
2050,-50.46286956,id_futuro_257
1990,-63.33224044,id_futuro_258
1991,-59.66992548,id_futuro_258
1992,-60.49756132,id_futuro_258
1993,-60.40270355,id_futuro_258
1994,-60.25809117,id_futuro_258
1995,-61.97127834,id_futuro_258
1996,-58.85718517,id_futuro_258
1997,-61.55841522,id_futuro_258
1998,-45.21235093,id_futuro_258
1999,-57.66985938,id_futuro_258
2000,-65.94570942,id_futuro_258
2001,-66.57002968,id_futuro_258
2002,-56.9177178,id_futuro_258
2003,-69.35342554,id_futuro_258
2004,-64.22017798,id_futuro_258
2005,-63.16781914,id_futuro_258
2006,-65.86464056,id_futuro_258
2007,-54.83547569,id_futuro_258
2008,-54.56990956,id_futuro_258
2009,-57.67206523,id_futuro_258
2010,-64.49615671,id_futuro_258
2011,-59.04463864,id_futuro_258
2012,-58.1032636,id_futuro_258
2013,-64.77339325,id_futuro_258
2014,-56.90301891,id_futuro_258
2015,-46.55264505,id_futuro_258
2016,-60.61134026,id_futuro_258
2017,13.47715115,id_futuro_258
2018,-50.41284301,id_futuro_258
2019,-48.00690099,id_futuro_258
2020,-49.53094698,id_futuro_258
2021,-45.51940912,id_futuro_258
2022,-53.33181985,id_futuro_258
2023,-44.84125089,id_futuro_258
2024,-54.36403259,id_futuro_258
2025,31.53154928,id_futuro_258
2026,-47.07293869,id_futuro_258
2027,-42.80779609,id_futuro_258
2028,-47.16867793,id_futuro_258
2029,-53.15678957,id_futuro_258
2030,-45.76327662,id_futuro_258
2031,-42.16175963,id_futuro_258
2032,-53.70865386,id_futuro_258
2033,-51.67092289,id_futuro_258
2034,-54.10446239,id_futuro_258
2035,-57.63605165,id_futuro_258
2036,-44.44779635,id_futuro_258
2037,-51.60958778,id_futuro_258
2038,-54.8908438,id_futuro_258
2039,-56.09816511,id_futuro_258
2040,-53.85400173,id_futuro_258
2041,-60.39587104,id_futuro_258
2042,-53.99758626,id_futuro_258
2043,-58.32042459,id_futuro_258
2044,-51.28847488,id_futuro_258
2045,-63.31436417,id_futuro_258
2046,-48.47992036,id_futuro_258
2047,-59.13634478,id_futuro_258
2048,-57.60102586,id_futuro_258
2049,-44.58832247,id_futuro_258
2050,-53.98421168,id_futuro_258
1990,-63.33224044,id_futuro_259
1991,-59.66992548,id_futuro_259
1992,-60.49756132,id_futuro_259
1993,-60.40270355,id_futuro_259
1994,-60.25809117,id_futuro_259
1995,-61.97127834,id_futuro_259
1996,-58.85718517,id_futuro_259
1997,-61.55841522,id_futuro_259
1998,-45.21235093,id_futuro_259
1999,-57.66985938,id_futuro_259
2000,-65.94570942,id_futuro_259
2001,-66.57002968,id_futuro_259
2002,-56.9177178,id_futuro_259
2003,-69.35342554,id_futuro_259
2004,-64.22017798,id_futuro_259
2005,-63.16781914,id_futuro_259
2006,-65.86464056,id_futuro_259
2007,-54.83547569,id_futuro_259
2008,-54.56990956,id_futuro_259
2009,-57.67206523,id_futuro_259
2010,-64.49615671,id_futuro_259
2011,-59.04463864,id_futuro_259
2012,-58.1032636,id_futuro_259
2013,-64.77339325,id_futuro_259
2014,-56.90301891,id_futuro_259
2015,-46.55264505,id_futuro_259
2016,-60.61134026,id_futuro_259
2017,13.47715115,id_futuro_259
2018,-50.41284301,id_futuro_259
2019,-48.00690099,id_futuro_259
2020,-49.53094698,id_futuro_259
2021,-55.1287999,id_futuro_259
2022,-55.02263251,id_futuro_259
2023,-48.02312756,id_futuro_259
2024,-47.25703369,id_futuro_259
2025,-43.48401609,id_futuro_259
2026,-45.01101638,id_futuro_259
2027,-52.0832804,id_futuro_259
2028,-52.98825537,id_futuro_259
2029,-49.78143006,id_futuro_259
2030,-51.86421111,id_futuro_259
2031,-49.39103485,id_futuro_259
2032,-10.33969322,id_futuro_259
2033,-51.81272839,id_futuro_259
2034,-50.91813788,id_futuro_259
2035,-49.82495582,id_futuro_259
2036,-41.94362445,id_futuro_259
2037,-47.25397123,id_futuro_259
2038,-48.24518212,id_futuro_259
2039,-53.33211432,id_futuro_259
2040,-39.18985756,id_futuro_259
2041,-53.16205676,id_futuro_259
2042,-52.45737887,id_futuro_259
2043,-45.59362732,id_futuro_259
2044,-47.11144266,id_futuro_259
2045,-53.02737391,id_futuro_259
2046,-50.61730319,id_futuro_259
2047,-49.87037525,id_futuro_259
2048,-44.90117988,id_futuro_259
2049,-53.61154726,id_futuro_259
2050,-42.3862714,id_futuro_259
1990,-63.33224044,id_futuro_260
1991,-59.66992548,id_futuro_260
1992,-60.49756132,id_futuro_260
1993,-60.40270355,id_futuro_260
1994,-60.25809117,id_futuro_260
1995,-61.97127834,id_futuro_260
1996,-58.85718517,id_futuro_260
1997,-61.55841522,id_futuro_260
1998,-45.21235093,id_futuro_260
1999,-57.66985938,id_futuro_260
2000,-65.94570942,id_futuro_260
2001,-66.57002968,id_futuro_260
2002,-56.9177178,id_futuro_260
2003,-69.35342554,id_futuro_260
2004,-64.22017798,id_futuro_260
2005,-63.16781914,id_futuro_260
2006,-65.86464056,id_futuro_260
2007,-54.83547569,id_futuro_260
2008,-54.56990956,id_futuro_260
2009,-57.67206523,id_futuro_260
2010,-64.49615671,id_futuro_260
2011,-59.04463864,id_futuro_260
2012,-58.1032636,id_futuro_260
2013,-64.77339325,id_futuro_260
2014,-56.90301891,id_futuro_260
2015,-46.55264505,id_futuro_260
2016,-60.61134026,id_futuro_260
2017,13.47715115,id_futuro_260
2018,-50.41284301,id_futuro_260
2019,-48.00690099,id_futuro_260
2020,-49.53094698,id_futuro_260
2021,-54.33993038,id_futuro_260
2022,-46.74711132,id_futuro_260
2023,-51.34073994,id_futuro_260
2024,-53.96229397,id_futuro_260
2025,-53.74769592,id_futuro_260
2026,-47.38086816,id_futuro_260
2027,-46.8899163,id_futuro_260
2028,-48.43757099,id_futuro_260
2029,-41.97028845,id_futuro_260
2030,-42.18145786,id_futuro_260
2031,-53.57345291,id_futuro_260
2032,-48.94862487,id_futuro_260
2033,-52.33047065,id_futuro_260
2034,-42.95513845,id_futuro_260
2035,-53.91237617,id_futuro_260
2036,-56.64389173,id_futuro_260
2037,-54.55837623,id_futuro_260
2038,-52.64975606,id_futuro_260
2039,-53.27919057,id_futuro_260
2040,-56.31250461,id_futuro_260
2041,-45.74129855,id_futuro_260
2042,-44.57595715,id_futuro_260
2043,-58.05044491,id_futuro_260
2044,-48.92909107,id_futuro_260
2045,-55.82408282,id_futuro_260
2046,-56.58085154,id_futuro_260
2047,-47.84780037,id_futuro_260
2048,-57.33119594,id_futuro_260
2049,-54.12869722,id_futuro_260
2050,-47.84311119,id_futuro_260
1990,-63.33224044,id_futuro_261
1991,-59.66992548,id_futuro_261
1992,-60.49756132,id_futuro_261
1993,-60.40270355,id_futuro_261
1994,-60.25809117,id_futuro_261
1995,-61.97127834,id_futuro_261
1996,-58.85718517,id_futuro_261
1997,-61.55841522,id_futuro_261
1998,-45.21235093,id_futuro_261
1999,-57.66985938,id_futuro_261
2000,-65.94570942,id_futuro_261
2001,-66.57002968,id_futuro_261
2002,-56.9177178,id_futuro_261
2003,-69.35342554,id_futuro_261
2004,-64.22017798,id_futuro_261
2005,-63.16781914,id_futuro_261
2006,-65.86464056,id_futuro_261
2007,-54.83547569,id_futuro_261
2008,-54.56990956,id_futuro_261
2009,-57.67206523,id_futuro_261
2010,-64.49615671,id_futuro_261
2011,-59.04463864,id_futuro_261
2012,-58.1032636,id_futuro_261
2013,-64.77339325,id_futuro_261
2014,-56.90301891,id_futuro_261
2015,-46.55264505,id_futuro_261
2016,-60.61134026,id_futuro_261
2017,13.47715115,id_futuro_261
2018,-50.41284301,id_futuro_261
2019,-48.00690099,id_futuro_261
2020,-49.53094698,id_futuro_261
2021,-46.93227553,id_futuro_261
2022,-47.21576458,id_futuro_261
2023,-53.74469059,id_futuro_261
2024,3.445125935,id_futuro_261
2025,-52.90244767,id_futuro_261
2026,-50.0227027,id_futuro_261
2027,-46.16778618,id_futuro_261
2028,-41.4682807,id_futuro_261
2029,-48.02071992,id_futuro_261
2030,-50.01009329,id_futuro_261
2031,-53.71241468,id_futuro_261
2032,-43.70759492,id_futuro_261
2033,-55.05639307,id_futuro_261
2034,-41.30284667,id_futuro_261
2035,-57.17749666,id_futuro_261
2036,-43.4850839,id_futuro_261
2037,-48.54217883,id_futuro_261
2038,-48.94904106,id_futuro_261
2039,-55.17431061,id_futuro_261
2040,-49.51635519,id_futuro_261
2041,-58.49315973,id_futuro_261
2042,-53.00962252,id_futuro_261
2043,-58.07276032,id_futuro_261
2044,-58.26581599,id_futuro_261
2045,-57.31744184,id_futuro_261
2046,-58.94846371,id_futuro_261
2047,-56.09685268,id_futuro_261
2048,-57.79810989,id_futuro_261
2049,-48.13576162,id_futuro_261
2050,-48.76329878,id_futuro_261
1990,-63.33224044,id_futuro_262
1991,-59.66992548,id_futuro_262
1992,-60.49756132,id_futuro_262
1993,-60.40270355,id_futuro_262
1994,-60.25809117,id_futuro_262
1995,-61.97127834,id_futuro_262
1996,-58.85718517,id_futuro_262
1997,-61.55841522,id_futuro_262
1998,-45.21235093,id_futuro_262
1999,-57.66985938,id_futuro_262
2000,-65.94570942,id_futuro_262
2001,-66.57002968,id_futuro_262
2002,-56.9177178,id_futuro_262
2003,-69.35342554,id_futuro_262
2004,-64.22017798,id_futuro_262
2005,-63.16781914,id_futuro_262
2006,-65.86464056,id_futuro_262
2007,-54.83547569,id_futuro_262
2008,-54.56990956,id_futuro_262
2009,-57.67206523,id_futuro_262
2010,-64.49615671,id_futuro_262
2011,-59.04463864,id_futuro_262
2012,-58.1032636,id_futuro_262
2013,-64.77339325,id_futuro_262
2014,-56.90301891,id_futuro_262
2015,-46.55264505,id_futuro_262
2016,-60.61134026,id_futuro_262
2017,13.47715115,id_futuro_262
2018,-50.41284301,id_futuro_262
2019,-48.00690099,id_futuro_262
2020,-49.53094698,id_futuro_262
2021,-51.84910576,id_futuro_262
2022,-46.47508937,id_futuro_262
2023,-51.48975489,id_futuro_262
2024,-53.02209887,id_futuro_262
2025,-52.85718573,id_futuro_262
2026,-41.64111231,id_futuro_262
2027,-40.08328123,id_futuro_262
2028,-52.50329741,id_futuro_262
2029,-51.37632814,id_futuro_262
2030,-38.95804861,id_futuro_262
2031,-36.55230388,id_futuro_262
2032,-51.63307312,id_futuro_262
2033,-51.70506784,id_futuro_262
2034,-52.06397266,id_futuro_262
2035,-38.07518672,id_futuro_262
2036,-51.74961147,id_futuro_262
2037,-54.15032768,id_futuro_262
2038,-46.77624431,id_futuro_262
2039,-51.0074928,id_futuro_262
2040,-53.88324946,id_futuro_262
2041,-44.41843174,id_futuro_262
2042,-52.60735246,id_futuro_262
2043,-44.96970873,id_futuro_262
2044,-46.83376312,id_futuro_262
2045,-47.80583045,id_futuro_262
2046,-38.07761955,id_futuro_262
2047,-38.69911547,id_futuro_262
2048,-47.67426848,id_futuro_262
2049,-49.07258262,id_futuro_262
2050,-47.70553616,id_futuro_262
1990,-63.33224044,id_futuro_263
1991,-59.66992548,id_futuro_263
1992,-60.49756132,id_futuro_263
1993,-60.40270355,id_futuro_263
1994,-60.25809117,id_futuro_263
1995,-61.97127834,id_futuro_263
1996,-58.85718517,id_futuro_263
1997,-61.55841522,id_futuro_263
1998,-45.21235093,id_futuro_263
1999,-57.66985938,id_futuro_263
2000,-65.94570942,id_futuro_263
2001,-66.57002968,id_futuro_263
2002,-56.9177178,id_futuro_263
2003,-69.35342554,id_futuro_263
2004,-64.22017798,id_futuro_263
2005,-63.16781914,id_futuro_263
2006,-65.86464056,id_futuro_263
2007,-54.83547569,id_futuro_263
2008,-54.56990956,id_futuro_263
2009,-57.67206523,id_futuro_263
2010,-64.49615671,id_futuro_263
2011,-59.04463864,id_futuro_263
2012,-58.1032636,id_futuro_263
2013,-64.77339325,id_futuro_263
2014,-56.90301891,id_futuro_263
2015,-46.55264505,id_futuro_263
2016,-60.61134026,id_futuro_263
2017,13.47715115,id_futuro_263
2018,-50.41284301,id_futuro_263
2019,-48.00690099,id_futuro_263
2020,-49.53094698,id_futuro_263
2021,-53.9052185,id_futuro_263
2022,-54.6926911,id_futuro_263
2023,-54.297984,id_futuro_263
2024,-44.65026911,id_futuro_263
2025,-49.91151991,id_futuro_263
2026,-50.77048757,id_futuro_263
2027,-48.40104874,id_futuro_263
2028,-57.87407888,id_futuro_263
2029,-59.54097343,id_futuro_263
2030,-52.64018143,id_futuro_263
2031,-53.4186579,id_futuro_263
2032,-51.81159933,id_futuro_263
2033,-55.8590822,id_futuro_263
2034,-63.08666026,id_futuro_263
2035,-62.28375725,id_futuro_263
2036,-64.033874,id_futuro_263
2037,-61.82195354,id_futuro_263
2038,-66.80355254,id_futuro_263
2039,-55.95825989,id_futuro_263
2040,-54.1781299,id_futuro_263
2041,-55.81335443,id_futuro_263
2042,-73.6920964,id_futuro_263
2043,-57.76057418,id_futuro_263
2044,-73.2961683,id_futuro_263
2045,-69.74801174,id_futuro_263
2046,-70.66990086,id_futuro_263
2047,-64.50301214,id_futuro_263
2048,-63.9632209,id_futuro_263
2049,-70.63376467,id_futuro_263
2050,-84.65749472,id_futuro_263
1990,-63.33224044,id_futuro_264
1991,-59.66992548,id_futuro_264
1992,-60.49756132,id_futuro_264
1993,-60.40270355,id_futuro_264
1994,-60.25809117,id_futuro_264
1995,-61.97127834,id_futuro_264
1996,-58.85718517,id_futuro_264
1997,-61.55841522,id_futuro_264
1998,-45.21235093,id_futuro_264
1999,-57.66985938,id_futuro_264
2000,-65.94570942,id_futuro_264
2001,-66.57002968,id_futuro_264
2002,-56.9177178,id_futuro_264
2003,-69.35342554,id_futuro_264
2004,-64.22017798,id_futuro_264
2005,-63.16781914,id_futuro_264
2006,-65.86464056,id_futuro_264
2007,-54.83547569,id_futuro_264
2008,-54.56990956,id_futuro_264
2009,-57.67206523,id_futuro_264
2010,-64.49615671,id_futuro_264
2011,-59.04463864,id_futuro_264
2012,-58.1032636,id_futuro_264
2013,-64.77339325,id_futuro_264
2014,-56.90301891,id_futuro_264
2015,-46.55264505,id_futuro_264
2016,-60.61134026,id_futuro_264
2017,13.47715115,id_futuro_264
2018,-50.41284301,id_futuro_264
2019,-48.00690099,id_futuro_264
2020,-49.53094698,id_futuro_264
2021,-49.20752459,id_futuro_264
2022,-53.28086436,id_futuro_264
2023,-44.72382513,id_futuro_264
2024,-46.62349396,id_futuro_264
2025,-46.53359654,id_futuro_264
2026,-41.63052557,id_futuro_264
2027,-47.21433901,id_futuro_264
2028,-43.81174914,id_futuro_264
2029,-50.33526692,id_futuro_264
2030,-41.97085653,id_futuro_264
2031,-49.89422233,id_futuro_264
2032,-39.55145607,id_futuro_264
2033,-48.7031552,id_futuro_264
2034,-48.77619779,id_futuro_264
2035,-40.68273428,id_futuro_264
2036,-39.11987319,id_futuro_264
2037,-39.21445817,id_futuro_264
2038,-38.15889611,id_futuro_264
2039,-39.23146501,id_futuro_264
2040,-47.10022469,id_futuro_264
2041,-44.22152326,id_futuro_264
2042,-45.2362579,id_futuro_264
2043,-44.63581882,id_futuro_264
2044,-46.87393482,id_futuro_264
2045,-48.54347456,id_futuro_264
2046,-42.77314233,id_futuro_264
2047,-43.39310967,id_futuro_264
2048,-46.70793458,id_futuro_264
2049,-35.94144213,id_futuro_264
2050,-37.25917756,id_futuro_264
1990,-63.33224044,id_futuro_265
1991,-59.66992548,id_futuro_265
1992,-60.49756132,id_futuro_265
1993,-60.40270355,id_futuro_265
1994,-60.25809117,id_futuro_265
1995,-61.97127834,id_futuro_265
1996,-58.85718517,id_futuro_265
1997,-61.55841522,id_futuro_265
1998,-45.21235093,id_futuro_265
1999,-57.66985938,id_futuro_265
2000,-65.94570942,id_futuro_265
2001,-66.57002968,id_futuro_265
2002,-56.9177178,id_futuro_265
2003,-69.35342554,id_futuro_265
2004,-64.22017798,id_futuro_265
2005,-63.16781914,id_futuro_265
2006,-65.86464056,id_futuro_265
2007,-54.83547569,id_futuro_265
2008,-54.56990956,id_futuro_265
2009,-57.67206523,id_futuro_265
2010,-64.49615671,id_futuro_265
2011,-59.04463864,id_futuro_265
2012,-58.1032636,id_futuro_265
2013,-64.77339325,id_futuro_265
2014,-56.90301891,id_futuro_265
2015,-46.55264505,id_futuro_265
2016,-60.61134026,id_futuro_265
2017,13.47715115,id_futuro_265
2018,-50.41284301,id_futuro_265
2019,-48.00690099,id_futuro_265
2020,-49.53094698,id_futuro_265
2021,-52.6275224,id_futuro_265
2022,-44.45322531,id_futuro_265
2023,-54.52443806,id_futuro_265
2024,-54.27944647,id_futuro_265
2025,-50.52562457,id_futuro_265
2026,-50.68097293,id_futuro_265
2027,-38.23394405,id_futuro_265
2028,-50.39569679,id_futuro_265
2029,-49.82480163,id_futuro_265
2030,-48.30688373,id_futuro_265
2031,-47.80033063,id_futuro_265
2032,-39.50654069,id_futuro_265
2033,-40.57081205,id_futuro_265
2034,-48.92385426,id_futuro_265
2035,-46.70519318,id_futuro_265
2036,-48.36596034,id_futuro_265
2037,-38.81073667,id_futuro_265
